Date,Close
2005-02-25,10840.272955
2005-02-28,10774.632273
2005-03-01,10827.447955
2005-03-02,10811.241818
2005-03-03,10829.546591
2005-03-04,10958.029773
2005-03-07,10937.626364
2005-03-08,10920.837273
2005-03-09,10805.878636
2005-03-10,10851.932045
2005-03-11,10788.623182
2005-03-14,10818.470455
2005-03-15,10761.224318
2005-03-16,10639.386818
2005-03-17,10633.324091
2005-03-18,10600.678636
2005-03-21,10546.230682
2005-03-22,10458.437727
2005-03-23,10446.312273
2005-03-24,10449.227045
2005-03-28,10481.056364
2005-03-29,10411.917955
2005-03-30,10537.952727
2005-03-31,10503.908182
2005-04-01,10410.0525
2005-04-04,10426.958182
2005-04-05,10464.267273
2005-04-06,10507.056136
2005-04-07,10556.607273
2005-04-08,10459.487045
2005-04-11,10452.375
2005-04-12,10503.908182
2005-04-13,10402.940455
2005-04-14,10244.726591
2005-04-15,10073.804318
2005-04-18,10059.113864
2005-04-19,10129.534773
2005-04-20,10018.773409
2005-04-21,10216.511591
2005-04-22,10187.014091
2005-04-25,10244.726591
2005-04-26,10155.301364
2005-04-27,10194.242727
2005-04-28,10057.131818
2005-04-29,10192.260682
2005-05-02,10262.798182
2005-05-03,10293.694773
2005-05-04,10381.720909
2005-05-05,10354.671818
2005-05-06,10347.559773
2005-05-09,10379.855455
2005-05-10,10274.573864
2005-05-11,10306.752955
2005-05-12,10197.390682
2005-05-13,10171.390909
2005-05-16,10268.744318
2005-05-17,10353.6225
2005-05-18,10489.101136
2005-05-19,10519.181591
2005-05-20,10468.114773
2005-05-23,10526.177045
2005-05-24,10488.051818
2005-05-25,10464.267273
2005-05-26,10531.073864
2005-05-27,10540.984091
2005-05-31,10468.114773
2005-06-01,10537.136591
2005-06-02,10551.593864
2005-06-03,10477.092273
2005-06-06,10468.114773
2005-06-07,10493.181818
2005-06-08,10485.137045
2005-06-09,10502.975455
2005-06-10,10521.163636
2005-06-13,10537.952727
2005-06-14,10561.3875
2005-06-15,10578.642955
2005-06-16,10582.490455
2005-06-17,10608.723409
2005-06-20,10600.678636
2005-06-21,10604.759318
2005-06-22,10606.624773
2005-06-23,10410.0525
2005-06-24,10290.546818
2005-06-27,10299.874091
2005-06-28,10402.940455
2005-06-29,10365.165
2005-06-30,10279.703864
2005-07-01,10316.779773
2005-07-05,10368.079773
2005-07-06,10271.659091
2005-07-07,10318.528636
2005-07-08,10461.585682
2005-07-11,10528.275682
2005-07-12,10515.100909
2005-07-13,10567.333636
2005-07-14,10646.382273
2005-07-15,10633.324091
2005-07-18,10596.597955
2005-07-19,10654.660227
2005-07-20,10673.431364
2005-07-21,10623.413864
2005-07-22,10652.561591
2005-07-25,10617.467727
2005-07-26,10586.571136
2005-07-27,10639.386818
2005-07-28,10711.673182
2005-07-29,10667.368636
2005-08-01,10623.413864
2005-08-02,10675.53
2005-08-03,10704.794318
2005-08-04,10616.418409
2005-08-05,10569.432273
2005-08-08,10558.472727
2005-08-09,10631.342045
2005-08-10,10628.310682
2005-08-11,10691.736136
2005-08-12,10605.692045
2005-08-15,10666.202727
2005-08-16,10544.132045
2005-08-17,10572.580227
2005-08-18,10580.391818
2005-08-19,10577.593636
2005-08-22,10570.365
2005-08-23,10532.123182
2005-08-24,10422.8775
2005-08-25,10451.442273
2005-08-26,10395.012273
2005-08-29,10469.164091
2005-08-30,10404.9225
2005-08-31,10494.114545
2005-09-01,10465.2
2005-09-02,10465.2
2005-09-06,10587.620455
2005-09-07,10627.377955
2005-09-08,10595.548636
2005-09-09,10680.776591
2005-09-12,10685.79
2005-09-13,10615.485682
2005-09-14,10561.3875
2005-09-15,10570.365
2005-09-16,10627.377955
2005-09-19,10558.472727
2005-09-20,10477.092273
2005-09-21,10376.824091
2005-09-22,10409.119773
2005-09-23,10414.832727
2005-09-26,10449.227045
2005-09-27,10458.437727
2005-09-28,10474.993636
2005-09-29,10544.132045
2005-09-30,10579.459091
2005-10-03,10532.123182
2005-10-04,10421.828182
2005-10-05,10326.806591
2005-10-06,10294.6275
2005-10-07,10301.856136
2005-10-10,10236.565227
2005-10-11,10257.784773
2005-10-12,10207.184318
2005-10-13,10200.305455
2005-10-14,10287.632045
2005-10-17,10354.671818
2005-10-18,10291.479545
2005-10-19,10435.819091
2005-10-20,10282.502045
2005-10-21,10218.726818
2005-10-24,10379.855455
2005-10-25,10377.756818
2005-10-26,10357.936364
2005-10-27,10238.547273
2005-10-28,10388.949545
2005-10-31,10396.061591
2005-11-01,10418.913409
2005-11-02,10474.993636
2005-11-03,10528.275682
2005-11-04,10524.195
2005-11-07,10565.351591
2005-11-08,10564.185682
2005-11-09,10564.185682
2005-11-10,10662.238636
2005-11-11,10706.659773
2005-11-14,10724.614773
2005-11-15,10716.803182
2005-11-16,10708.641818
2005-11-17,10743.036136
2005-11-18,10757.027045
2005-11-21,10820.685682
2005-11-22,10868.371364
2005-11-23,10923.518864
2005-11-25,10937.626364
2005-11-28,10909.178182
2005-11-29,10894.137955
2005-11-30,10826.282045
2005-12-01,10910.344091
2005-12-02,10886.909318
2005-12-05,10843.187727
2005-12-06,10875.133636
2005-12-07,10814.389773
2005-12-08,10767.753409
2005-12-09,10779.529091
2005-12-12,10776.964091
2005-12-13,10843.187727
2005-12-14,10904.747727
2005-12-15,10882.595455
2005-12-16,10855.08
2005-12-19,10825.116136
2005-12-20,10793.869773
2005-12-21,10819.636364
2005-12-22,10876.182955
2005-12-23,10880.380227
2005-12-27,10780.461818
2005-12-28,10789.6725
2005-12-29,10772.417045
2005-12-30,10700.014091
2006-01-03,10837.941136
2006-01-04,10879.330909
2006-01-05,10893.671591
2006-01-06,10955.697955
2006-01-09,11002.334318
2006-01-10,11011.894773
2006-01-11,11046.638864
2006-01-12,10982.397273
2006-01-13,10958.029773
2006-01-17,10905.797045
2006-01-18,10865.223409
2006-01-19,10878.514773
2006-01-20,10651.628864
2006-01-23,10691.036591
2006-01-24,10698.964773
2006-01-25,10719.834545
2006-01-26,10805.878636
2006-01-27,10915.707273
2006-01-30,10896.353182
2006-01-31,10831.412045
2006-02-01,10961.177727
2006-02-02,10834.443409
2006-02-03,10783.842955
2006-02-06,10806.927955
2006-02-07,10752.130227
2006-02-08,10864.174091
2006-02-09,10889.241136
2006-02-10,10917.689318
2006-02-13,10910.344091
2006-02-14,11043.374318
2006-02-15,11072.522045
2006-02-16,11129.884773
2006-02-17,11105.050909
2006-02-21,11060.513182
2006-02-22,11112.8625
2006-02-23,11076.9525
2006-02-24,11079.051136
2006-02-27,11087.795455
2006-02-28,10994.406136
2006-03-01,11050.02
2006-03-02,11041.0425
2006-03-03,11011.894773
2006-03-06,10968.173182
2006-03-07,10988.226818
2006-03-08,11014.11
2006-03-09,10975.751591
2006-03-10,11087.795455
2006-03-13,11104.118182
2006-03-14,11167.427045
2006-03-15,11238.664091
2006-03-16,11281.919318
2006-03-17,11273.757955
2006-03-20,11272.708636
2006-03-21,11236.565455
2006-03-22,11312.815909
2006-03-23,11283.085227
2006-03-24,11279.5875
2006-03-27,11251.255909
2006-03-28,11146.790455
2006-03-29,11201.471591
2006-03-30,11145.624545
2006-03-31,11134.431818
2006-04-03,11134.431818
2006-04-04,11203.803409
2006-04-05,11242.161818
2006-04-06,11221.758409
2006-04-07,11127.902727
2006-04-10,11155.767955
2006-04-11,11097.239318
2006-04-12,11132.1
2006-04-13,11130.934091
2006-04-17,11085.93
2006-04-18,11268.278182
2006-04-19,11291.013409
2006-04-20,11356.187727
2006-04-21,11345.927727
2006-04-24,11341.264091
2006-04-25,11288.681591
2006-04-26,11345.927727
2006-04-27,11385.801818
2006-04-28,11397.111136
2006-05-01,11336.833636
2006-05-02,11419.729773
